"UM_CODE";"UM_NAMEF";"UM_NAMES";"UM_TRANS";"UM_TYPE";"UM_TM";"UM_TE";"UM_KLADR";"global_id";
"045680";"Весенняя улица";"Весенняя ул.";"Vesennyaya ulicza";"001";"736030";"1207";"77014000015002100";"58484351";
"045685";"улица Фианит";"ул. Фианит";"ulicza Fianit";"001";"736030";"1207";"77014000015002200";"58484352";
"045690";"Центральная улица";"Центральная ул.";"Czentral`naya ulicza";"001";"736030";"1207";"77014000015001400";"58484353";
"045695";"Комсомольская улица";"Комсомольская ул.";"Komsomol`skaya ulicza";"001";"736030";"1207";"77014000015002000";"58484354";
"045700";"Садовая улица";"Садовая ул.";"Sadovaya ulicza";"001";"736030";"1207";"77014000015000300";"58484355";
"045705";"Лесная улица";"Лесная ул.";"Lesnaya ulicza";"001";"736040";"1207";"77014000019001300";"58484356";
"045710";"Липовая улица";"Липовая ул.";"Lipovaya ulicza";"001";"736040";"1207";"77014000019002400";"58484357";
"045715";"Сиреневая улица";"Сиреневая ул.";"Sirenevaya ulicza";"001";"736040";"1207";"77014000019001400";"58484358";
"045720";"Весенняя улица";"Весенняя ул.";"Vesennyaya ulicza";"001";"736040";"1207";"77014000019001200";"58484359";
"045725";"Заречная улица";"Заречная ул.";"Zarechnaya ulicza";"001";"736040";"1207";"77014000019002500";"58484360";
"045730";"Цветочная улица";"Цветочная ул.";"Czvetochnaya ulicza";"001";"736040";"1207";"77014000019000500";"58484361";
"045735";"Центральная улица";"Центральная ул.";"Czentral`naya ulicza";"001";"736040";"1207";"77014000019000700";"58484362";
"045740";"Южная улица";"Южная ул.";"Yuzhnaya ulicza";"001";"736040";"1207";"77014000019002100";"58484363";
"045745";"Солнечная улица";"Солнечная ул.";"Solnechnaya ulicza";"001";"736040";"1207";"77014000019003200";"58484364";
"045750";"Сосновая улица";"Сосновая ул.";"Sosnovaya ulicza";"001";"736040";"1207";"77014000019001000";"58484365";
"045755";"Зелёная улица";"Зелёная ул.";"Zelyonaya ulicza";"001";"736040";"1207";"77014000019001700";"58484366";
"045760";"Новая улица";"Новая ул.";"Novaya ulicza";"001";"736050";"1207";"77014000020001500";"58484367";
"045765";"Троицкая улица";"Троицкая ул.";"Troiczkaya ulicza";"001";"736050";"1207";"77014000020002900";"58484368";
"045770";"Весёлая улица";"Весёлая ул.";"Vesyolaya ulicza";"001";"736050";"1207";"77014000020003000";"58484369";
"045775";"Весенняя улица";"Весенняя ул.";"Vesennyaya ulicza";"001";"736050";"1207";"77014000020000800";"58484370";
"045780";"Сиреневая улица";"Сиреневая ул.";"Sirenevaya ulicza";"001";"736050";"1207";"77014000020001700";"58484371";
"045785";"Полевая улица";"Полевая ул.";"Polevaya ulicza";"001";"736050";"1207";"77014000020002800";"58484372";
"045790";"Радужная улица";"Радужная ул.";"Raduzhnaya ulicza";"001";"736050";"1207";"77014000020000300";"58484373";
"045795";"Ракитная улица";"Ракитная ул.";"Rakitnaya ulicza";"001";"736050";"1207";"77014000020003100";"58484374";
"045800";"Светлая улица";"Светлая ул.";"Svetlaya ulicza";"001";"736050";"1207";"77014000020002200";"58484375";
"045805";"Южная улица";"Южная ул.";"Yuzhnaya ulicza";"001";"736050";"1207";"77014000020002500";"58484376";
"045810";"Рождественская улица";"Рождественская ул.";"Rozhdestvenskaya ulicza";"001";"736050";"1207";"77014000020003200";"58484377";
"045815";"Лесная улица";"Лесная ул.";"Lesnaya ulicza";"001";"736050";"1207";"77014000020002100";"58484378";
"045820";"улица Малиновый Звон";"ул. Малиновый Звон";"ulicza Malinovy'j Zvon";"001";"736050";"1207";"77014000020001400";"58484379";
"045825";"Технический проезд";"Технический пр.";"Texnicheskij proezd";"003";"736050";"1207";"77014000020003300";"58484380";
"045830";"Рождественский тупик";"Рождественский туп.";"Rozhdestvenskij tupik";"007";"736050";"1207";"77014000020003400";"58484381";
"045835";"Богородская улица";"Богородская ул.";"Bogorodskaya ulicza";"001";"736050";"1207";"77014000020003500";"58484382";
"045840";"Прудовая улица";"Прудовая ул.";"Prudovaya ulicza";"001";"736070";"1207";"77014000014000400";"58484383";
"045845";"Поперечная улица";"Поперечная ул.";"Poperechnaya ulicza";"001";"736070";"1207";"77014000014000300";"58484384";
"045850";"Восточная улица";"Восточная ул.";"Vostochnaya ulicza";"001";"736070";"1207";"77014000014000200";"58484385";
"045855";"Дорожная улица";"Дорожная ул.";"Dorozhnaya ulicza";"001";"736080";"1207";"77014000026000200";"58484386";
"045860";"Зелёная улица";"Зелёная ул.";"Zelyonaya ulicza";"001";"736080";"1207";"77014000012000700";"58484387";
"045865";"Луговая улица";"Луговая ул.";"Lugovaya ulicza";"001";"736080";"1207";"77014000026000900";"58484388";
"045870";"Новая улица";"Новая ул.";"Novaya ulicza";"001";"736080";"1207";"77014000026000700";"58484389";
"045875";"Соловьиная улица";"Соловьиная ул.";"Solov`inaya ulicza";"001";"736080";"1207";"77014000026001200";"58484390";
"045880";"Речная улица";"Речная ул.";"Rechnaya ulicza";"001";"736100";"1207";"77014000025000600";"58484391";
"045885";"улица Ирбис";"ул. Ирбис";"ulicza Irbis";"001";"736100";"1207";"77014000025000300";"58484392";
"045890";"Лесная улица";"Лесная ул.";"Lesnaya ulicza";"001";"736100";"1207";"77014000025000200";"58484393";
"045895";"улица Нежность";"ул. Нежность";"ulicza Nezhnost`";"001";"736100";"1207";"77014000025000400";"58484394";
"045900";"Лесной переулок";"Лесной пер.";"Lesnoj pereulok";"002";"736110";"1207";"77014000016003600";"58484395";
"045905";"Западная улица";"Западная ул.";"Zapadnaya ulicza";"001";"736110";"1207";"77014000016003400";"58484396";
"045910";"Зелёный переулок";"Зелёный пер.";"Zelyony'j pereulok";"002";"736110";"1207";"77014000016002200";"58484397";
"045915";"Луговая улица";"Луговая ул.";"Lugovaya ulicza";"001";"736110";"1207";"77014000016002400";"58484398";
"045920";"Парковая улица";"Парковая ул.";"Parkovaya ulicza";"001";"736110";"1207";"77014000016001500";"58484399";
"045925";"Рябиновая улица";"Рябиновая ул.";"Ryabinovaya ulicza";"001";"736110";"1207";"77014000016000900";"58484400";
"045930";"Сиреневая улица";"Сиреневая ул.";"Sirenevaya ulicza";"001";"736110";"1207";"77014000016001000";"58484401";
"045935";"Тенистая улица";"Тенистая ул.";"Tenistaya ulicza";"001";"736110";"1207";"77014000016004000";"58484402";
"045940";"Новый переулок";"Новый пер.";"Novy'j pereulok";"002";"736110";"1207";"77014000016000300";"58484403";
"045945";"Берёзовая улица";"Берёзовая ул.";"Beryozovaya ulicza";"001";"736110";"1207";"77014000016001100";"58484404";
"045950";"Весенняя улица";"Весенняя ул.";"Vesennyaya ulicza";"001";"736110";"1207";"77014000016003100";"58484405";
"045955";"Восточная улица";"Восточная ул.";"Vostochnaya ulicza";"001";"736110";"1207";"77014000016003800";"58484406";
"045960";"Дальняя улица";"Дальняя ул.";"Dal`nyaya ulicza";"001";"736110";"1207";"77014000016002000";"58484407";
"045965";"Заречная улица";"Заречная ул.";"Zarechnaya ulicza";"001";"736110";"1207";"77014000016001600";"58484408";
"045970";"Лесная улица";"Лесная ул.";"Lesnaya ulicza";"001";"736110";"1207";"77014000016000500";"58484409";
"045975";"Московская улица";"Московская ул.";"Moskovskaya ulicza";"001";"736110";"1207";"77014000016003300";"58484410";
"045980";"Озёрная улица";"Озёрная ул.";"Ozyornaya ulicza";"001";"736110";"1207";"77014000016002700";"58484411";
"045985";"улица Победы";"ул. Победы";"ulicza Pobedy'";"001";"736110";"1207";"77014000016000200";"58484412";
"045990";"Полевая улица";"Полевая ул.";"Polevaya ulicza";"001";"736110";"1207";"77014000016002500";"58484413";
"045995";"Северная улица";"Северная ул.";"Severnaya ulicza";"001";"736110";"1207";"77014000016003900";"58484414";
"046000";"Снежная улица";"Снежная ул.";"Snezhnaya ulicza";"001";"736110";"1207";"77014000016002300";"58484415";
"046005";"Цветочная улица";"Цветочная ул.";"Czvetochnaya ulicza";"001";"736110";"1207";"77014000016000700";"58484416";
"046010";"Нагорная улица";"Нагорная ул.";"Nagornaya ulicza";"001";"736110";"1207";"77014000016002900";"58484417";
"046015";"Солнечная улица";"Солнечная ул.";"Solnechnaya ulicza";"001";"736110";"1207";"77014000016000100";"58484418";
"046020";"Соловьиная улица";"Соловьиная ул.";"Solov`inaya ulicza";"001";"736110";"1207";"77014000016001800";"58484419";
"046025";"улица Строителей";"ул. Строителей";"ulicza Stroitelej";"001";"736110";"1207";"77014000016000800";"58484420";
"046030";"Уральская улица";"Уральская ул.";"Ural`skaya ulicza";"001";"736110";"1207";"77014000016003700";"58484421";
"046035";"Широкая улица";"Широкая ул.";"Shirokaya ulicza";"001";"736110";"1207";"77014000016002100";"58484422";
"046040";"Южная улица";"Южная ул.";"Yuzhnaya ulicza";"001";"736110";"1207";"77014000016001200";"58484423";
"046045";"Ясеневая улица";"Ясеневая ул.";"Yasenevaya ulicza";"001";"736110";"1207";"77014000016001400";"58484424";
"046050";"Троицкая улица";"Троицкая ул.";"Troiczkaya ulicza";"001";"736140";"1207";"77014000006000100";"58484425";
"046055";"Озёрная улица";"Озёрная ул.";"Ozyornaya ulicza";"001";"736140";"1207";"77014000006000600";"58484426";
"046060";"Троицкий проезд";"Троицкий пр.";"Troiczkij proezd";"003";"736140";"1207";"77014000006000700";"58484427";
"046065";"Ольховая улица";"Ольховая ул.";"Ol`xovaya ulicza";"001";"736140";"1207";"77014000006000800";"58484428";
"046070";"Берёзовая аллея";"Берёзовая аллея";"Beryozovaya alleya";"009";"736140";"1207";"77014000006000900";"58484429";
"046075";"Солнечная улица";"Солнечная ул.";"Solnechnaya ulicza";"001";"736140";"1207";"77014000006000500";"58484430";
"046080";"Жасминовая улица";"Жасминовая ул.";"Zhasminovaya ulicza";"001";"736140";"1207";"77014000006001000";"58484431";
"046085";"улица Русское Поле";"ул. Русское Поле";"ulicza Russkoe Pole";"001";"736140";"1207";"77014000006000300";"58484432";
"046090";"Лесная улица";"Лесная ул.";"Lesnaya ulicza";"001";"736150";"1208";"77015000001000100";"58484433";
"046095";"Солнечная улица";"Солнечная ул.";"Solnechnaya ulicza";"001";"736150";"1208";"77015000001000900";"58484434";
"046100";"Лесная улица";"Лесная ул.";"Lesnaya ulicza";"001";"736210";"1208";"77015000019000500";"58484435";
"046105";"Луговая улица";"Луговая ул.";"Lugovaya ulicza";"001";"736210";"1208";"77015000019000600";"58484436";
"046110";"Парковая улица";"Парковая ул.";"Parkovaya ulicza";"001";"736210";"1208";"77015000019000700";"58484437";
"046115";"Центральная улица";"Центральная ул.";"Czentral`naya ulicza";"001";"736210";"1208";"77015000019000800";"58484438";
"046120";"Заречная улица";"Заречная ул.";"Zarechnaya ulicza";"001";"736300";"1208";"77015000015000600";"58484439";
"046125";"Зелёная улица";"Зелёная ул.";"Zelyonaya ulicza";"001";"736300";"1208";"77015000015000700";"58484440";
"046130";"Полевая улица";"Полевая ул.";"Polevaya ulicza";"001";"736300";"1208";"77015000015000900";"58484441";
"046135";"Спасская улица";"Спасская ул.";"Spasskaya ulicza";"001";"736300";"1208";"77015000015000200";"58484442";
"046140";"Полевая улица";"Полевая ул.";"Polevaya ulicza";"001";"736340";"1108";"77016000001000500";"58484443";
"046145";"Сиреневая улица";"Сиреневая ул.";"Sirenevaya ulicza";"001";"736340";"1108";"77016000001000300";"58484444";
"046150";"Сосновая улица";"Сосновая ул.";"Sosnovaya ulicza";"001";"736340";"1108";"77016000001000400";"58484445";
"046155";"Весенняя улица";"Весенняя ул.";"Vesennyaya ulicza";"001";"736370";"1108";"77016000019002800";"58484446";
"046160";"Зелёный проезд";"Зелёный пр.";"Zelyony'j proezd";"003";"736370";"1108";"77016000019003000";"58484447";
"046165";"Луговая улица";"Луговая ул.";"Lugovaya ulicza";"001";"736370";"1108";"77016000019002900";"58484448";
"046170";"Отрадная улица";"Отрадная ул.";"Otradnaya ulicza";"001";"736370";"1108";"77016000019001200";"58484449";
"046175";"Подмосковная улица";"Подмосковная ул.";"Podmoskovnaya ulicza";"001";"736370";"1108";"77016000019002700";"58484450";
"046180";"Подольская улица";"Подольская ул.";"Podol`skaya ulicza";"001";"736370";"1108";"77016000019002600";"58484451";
"046185";"Полевая улица";"Полевая ул.";"Polevaya ulicza";"001";"736370";"1108";"77016000019002300";"58484452";
"046190";"Садовая улица";"Садовая ул.";"Sadovaya ulicza";"001";"736370";"1108";"77016000019002400";"58484453";
"046195";"Солнечная улица";"Солнечная ул.";"Solnechnaya ulicza";"001";"736370";"1108";"77016000019002500";"58484454";
"046200";"Центральная улица";"Центральная ул.";"Czentral`naya ulicza";"001";"736370";"1108";"77016000019002200";"58484455";
"046205";"Южная улица";"Южная ул.";"Yuzhnaya ulicza";"001";"736370";"1108";"77016000019003100";"58484456";
"046210";"Высокая улица";"Высокая ул.";"Vy'sokaya ulicza";"001";"736500";"1108";"77016000005000400";"58484457";
"046215";"Деснинская улица";"Деснинская ул.";"Desninskaya ulicza";"001";"736380";"1108";"77016000004001300";"58484458";
"046220";"Западная улица";"Западная ул.";"Zapadnaya ulicza";"001";"736380";"1108";"77016000004000700";"58484459";
"046225";"Лесная улица";"Лесная ул.";"Lesnaya ulicza";"001";"736380";"1108";"77016000004000900";"58484460";
"046230";"Молодёжная улица";"Молодёжная ул.";"Molodyozhnaya ulicza";"001";"736380";"1108";"77016000004000100";"58484461";
"046235";"Прудная улица";"Прудная ул.";"Prudnaya ulicza";"001";"736380";"1108";"77016000004000500";"58484462";
"046240";"Северная улица";"Северная ул.";"Severnaya ulicza";"001";"736380";"1108";"77016000004000400";"58484463";
"046245";"Центральная улица";"Центральная ул.";"Czentral`naya ulicza";"001";"736380";"1108";"77016000004000800";"58484464";
"046250";"улица Черёмушки";"ул. Черёмушки";"ulicza Cheryomushki";"001";"736380";"1108";"77016000004000200";"58484465";
"046255";"Рязановское шоссе";"Рязановское ш.";"Ryazanovskoe shosse";"006";"736390";"1108";"77016000006000900";"58484466";
"046260";"улица Зелёновка";"ул. Зелёновка";"ulicza Zelyonovka";"001";"736520";"1108";"77016000011000600";"58484467";
"046265";"Ореховая улица";"Ореховая ул.";"Orexovaya ulicza";"001";"736520";"1108";"77016000011000800";"58484468";
"046270";"улица Рагово";"ул. Рагово";"ulicza Ragovo";"001";"736520";"1108";"77016000011000300";"58484469";
"046275";"Троицкая улица";"Троицкая ул.";"Troiczkaya ulicza";"001";"736520";"1108";"77016000011000200";"58484470";
"046280";"Ивановская улица";"Ивановская ул.";"Ivanovskaya ulicza";"001";"736450";"1108";"77016000014000900";"58484471";
"046285";"Восточная улица";"Восточная ул.";"Vostochnaya ulicza";"001";"736400";"1108";"77016000007000300";"58484472";
"046290";"Вишнёвая улица";"Вишнёвая ул.";"Vishnyovaya ulicza";"001";"736510";"1108";"77016000008000500";"58484473";
"046295";"Северная улица";"Северная ул.";"Severnaya ulicza";"001";"736510";"1108";"77016000008000600";"58484474";
"046300";"улица Слобода";"ул. Слобода";"ulicza Sloboda";"001";"736510";"1108";"77016000008000300";"58484475";
"046305";"Дачная улица";"Дачная ул.";"Dachnaya ulicza";"001";"736530";"1109";"77017000005000400";"58484476";
"046310";"Удачная улица";"Удачная ул.";"Udachnaya ulicza";"001";"736530";"1109";"77017000005000300";"58484477";
"046315";"Лазурная улица";"Лазурная ул.";"Lazurnaya ulicza";"001";"736560";"1109";"77017000002000100";"58484478";
"046320";"Ясная улица";"Ясная ул.";"Yasnaya ulicza";"001";"736560";"1109";"77017000002000200";"58484479";
"046325";"Берёзовая улица";"Берёзовая ул.";"Beryozovaya ulicza";"001";"736640";"1110";"77018000007000400";"58484480";
"046330";"Зелёная улица";"Зелёная ул.";"Zelyonaya ulicza";"001";"736640";"1110";"77018000007000300";"58484481";
"046335";"Светлый бульвар";"Светлый бульв.";"Svetly'j bul`var";"008";"736710";"1110";"77018000018000100";"58484482";
"046340";"Берёзовая улица";"Берёзовая ул.";"Beryozovaya ulicza";"001";"736710";"1110";"77018000018000200";"58484483";
"046345";"Лесная улица";"Лесная ул.";"Lesnaya ulicza";"001";"736860";"1210";"77019000008001000";"58484484";
"046350";"улица Суворова";"ул. Суворова";"ulicza Suvorova";"001";"736860";"1210";"77019000008000600";"58484485";
"046355";"Урожайная улица";"Урожайная ул.";"Urozhajnaya ulicza";"001";"736860";"1210";"77019000008000100";"58484486";
"046360";"Центральная улица";"Центральная ул.";"Czentral`naya ulicza";"001";"736860";"1210";"77019000008000900";"58484487";
"046365";"Школьная улица";"Школьная ул.";"Shkol`naya ulicza";"001";"736860";"1210";"77019000008000300";"58484488";
"046370";"Сиреневая улица";"Сиреневая ул.";"Sirenevaya ulicza";"001";"736880";"1210";"77019000010000200";"58484489";
"046375";"Северная улица";"Северная ул.";"Severnaya ulicza";"001";"736880";"1210";"77019000010000100";"58484490";
"046380";"Прудная улица";"Прудная ул.";"Prudnaya ulicza";"001";"736890";"1210";"77019000011000100";"58484491";
"046385";"Южная улица";"Южная ул.";"Yuzhnaya ulicza";"001";"736890";"1210";"77019000011000200";"58484492";
"046390";"Заречная улица";"Заречная ул.";"Zarechnaya ulicza";"001";"736910";"1210";"77019000012000400";"58484493";
"046395";"Сосновая улица";"Сосновая ул.";"Sosnovaya ulicza";"001";"736920";"1210";"77019000013000400";"58484494";
"046400";"Речная улица";"Речная ул.";"Rechnaya ulicza";"001";"736940";"1210";"77019000014000200";"58484495";
"046405";"Лесная улица";"Лесная ул.";"Lesnaya ulicza";"001";"736970";"1210";"77019000016000400";"58484496";
"046410";"Озёрная улица";"Озёрная ул.";"Ozyornaya ulicza";"001";"736970";"1210";"77019000016000700";"58484497";
"046415";"улица Садовый Квартал";"ул. Садовый Квартал";"ulicza Sadovy'j Kvartal";"001";"736970";"1210";"77019000016000800";"58484498";
"046420";"улица Авиаторов";"ул. Авиаторов";"ulicza Aviatorov";"001";"737010";"1111";"77000003000004900";"58484499";
"046425";"Авиационная улица";"Авиационная ул.";"Aviaczionnaya ulicza";"001";"737010";"1111";"77000003000004700";"58484500";
"046430";"Барышевская улица";"Барышевская ул.";"Bary'shevskaya ulicza";"001";"737010";"1111";"77000003000008200";"58484501";
"046435";"1-я Барышевская улица";"1-я Барышевская ул.";"Pervaya Bary'shevskaya ulicza";"001";"737010";"1111";"77000003000001000";"58484502";
"046440";"2-я Барышевская улица";"2-я Барышевская ул.";"Vtoraya Bary'shevskaya ulicza";"001";"737010";"1111";"77000003000007500";"58484503";
"046445";"3-я Барышевская улица";"3-я Барышевская ул.";"Tret`ya Bary'shevskaya ulicza";"001";"737010";"1111";"77000003000012100";"58484504";
"046450";"Берёзовая улица";"Берёзовая ул.";"Beryozovaya ulicza";"001";"737010";"1111";"77000003000012500";"58484505";
"046455";"Бутовский тупик";"Бутовский туп.";"Butovskij tupik";"007";"737010";"1111";"77000003000009200";"58484506";
"046460";"Быковская улица";"Быковская ул.";"By'kovskaya ulicza";"001";"737010";"1111";"77000003000012200";"58484507";
"046465";"Весенняя улица";"Весенняя ул.";"Vesennyaya ulicza";"001";"737010";"1111";"77000003000005700";"58484508";
"046470";"Вишнёвая улица";"Вишнёвая ул.";"Vishnyovaya ulicza";"001";"737010";"1111";"77000003000004600";"58484509";
"046475";"Водопроводная улица";"Водопроводная ул.";"Vodoprovodnaya ulicza";"001";"737010";"1111";"77000003000011300";"58484510";
"046480";"Вокзальная улица";"Вокзальная ул.";"Vokzal`naya ulicza";"001";"737010";"1111";"77000003000010800";"58484511";
"046485";"Высотная улица";"Высотная ул.";"Vy'sotnaya ulicza";"001";"737010";"1111";"77000003000003700";"58484512";
"046490";"улица Гоголя";"ул. Гоголя";"ulicza Gogolya";"001";"737010";"1111";"77000003000012000";"58484513";
"046495";"улица Громова";"ул. Громова";"ulicza Gromova";"001";"737010";"1111";"77000003000011600";"58484514";
"046500";"улица Дзержинского";"ул. Дзержинского";"ulicza Dzerzhinskogo";"001";"737010";"1111";"77000003000007700";"58484515";
"046505";"Дорожная улица";"Дорожная ул.";"Dorozhnaya ulicza";"001";"737010";"1111";"77000003000001900";"58484516";
"046510";"Железнодорожная улица";"Железнодорожная ул.";"Zheleznodorozhnaya ulicza";"001";"737010";"1111";"77000003000001600";"58484517";
"046515";"Заводская улица";"Заводская ул.";"Zavodskaya ulicza";"001";"737010";"1111";"77000003000011100";"58484518";
"046520";"Западная улица";"Западная ул.";"Zapadnaya ulicza";"001";"737010";"1111";"77000003000010700";"58484519";
"046525";"Зелёная улица";"Зелёная ул.";"Zelyonaya ulicza";"001";"737010";"1111";"77000003000003400";"58484520";
"046530";"Индустриальная улица";"Индустриальная ул.";"Industrial`naya ulicza";"001";"737010";"1111";"77000003000001500";"58484521";
"046535";"улица Кирова";"ул. Кирова";"ulicza Kirova";"001";"737010";"1111";"77000003000002500";"58484522";
"046540";"Колхозная улица";"Колхозная ул.";"Kolxoznaya ulicza";"001";"737010";"1111";"77000003000005600";"58484523";
"046545";"Комсомольская улица";"Комсомольская ул.";"Komsomol`skaya ulicza";"001";"737010";"1111";"77000003000009500";"58484524";
"046550";"Кооперативная улица";"Кооперативная ул.";"Kooperativnaya ulicza";"001";"737010";"1111";"77000003000003300";"58484525";
"046555";"улица Космонавтов";"ул. Космонавтов";"ulicza Kosmonavtov";"001";"737010";"1111";"77000003000009600";"58484526";
"046560";"улица Котовского";"ул. Котовского";"ulicza Kotovskogo";"001";"737010";"1111";"77000003000011900";"58484527";
"046565";"улица Олега Кошевого";"ул. Олега Кошевого";"ulicza Olega Koshevogo";"001";"737010";"1111";"77000003000007300";"58484528";
"046570";"Красная улица";"Красная ул.";"Krasnaya ulicza";"001";"737010";"1111";"77000003000011400";"58484529";
"046575";"Красноармейская улица";"Красноармейская ул.";"Krasnoarmejskaya ulicza";"001";"737010";"1111";"77000003000008700";"58484530";
"046580";"улица Кутузова";"ул. Кутузова";"ulicza Kutuzova";"001";"737010";"1111";"77000003000003800";"58484531";
"046585";"улица Лермонтова";"ул. Лермонтова";"ulicza Lermontova";"001";"737010";"1111";"77000003000001700";"58484532";
"046590";"Лесная улица";"Лесная ул.";"Lesnaya ulicza";"001";"737010";"1111";"77000003000007600";"58484533";
"046595";"улица Ломоносова";"ул. Ломоносова";"ulicza Lomonosova";"001";"737010";"1111";"77000003000008100";"58484534";
"046600";"Люблинская улица";"Люблинская ул.";"Lyublinskaya ulicza";"001";"737010";"1111";"77000003000008900";"58484535";
"046605";"Майская улица";"Майская ул.";"Majskaya ulicza";"001";"737010";"1111";"77000003000001800";"58484536";
"046610";"улица Маяковского";"ул. Маяковского";"ulicza Mayakovskogo";"001";"737010";"1111";"77000003000004800";"58484537";
"046615";"улица Мичурина";"ул. Мичурина";"ulicza Michurina";"001";"737010";"1111";"77000003000002900";"58484538";
"046620";"Молодёжная улица";"Молодёжная ул.";"Molodyozhnaya ulicza";"001";"737010";"1111";"77000003000009000";"58484539";
"046625";"Московская улица";"Московская ул.";"Moskovskaya ulicza";"001";"737010";"1111";"77000003000000700";"58484540";
"046630";"Московский переулок";"Московский пер.";"Moskovskij pereulok";"002";"737010";"1111";"77000003000000400";"58484541";
"046635";"улица Мостотреста";"ул. Мостотреста";"ulicza Mostotresta";"001";"737010";"1111";"77000003000004100";"58484542";
"046640";"Набережная улица";"Набережная ул.";"Naberezhnaya ulicza";"001";"737010";"1111";"77000003000000800";"58484543";
"046645";"Новая улица";"Новая ул.";"Novaya ulicza";"001";"737010";"1111";"77000003000004000";"58484544";
"046650";"Новостроевская улица";"Новостроевская ул.";"Novostroevskaya ulicza";"001";"737010";"1111";"77000003000003500";"58484545";
"046655";"Овражная улица";"Овражная ул.";"Ovrazhnaya ulicza";"001";"737010";"1111";"77000003000003200";"58484546";
"046660";"Октябрьская улица";"Октябрьская ул.";"Oktyabr`skaya ulicza";"001";"737010";"1111";"77000003000007900";"58484547";
"046665";"улица 40 лет Октября";"ул. 40 лет Октября";"ulicza Sorok let Oktyabrya";"001";"737010";"1111";"77000003000003100";"58484548";
"046670";"улица Орджоникидзе";"ул. Орджоникидзе";"ulicza Ordzhonikidze";"001";"737010";"1111";"77000003000000600";"58484549";
"046675";"Остафьевская улица";"Остафьевская ул.";"Ostaf`evskaya ulicza";"001";"737010";"1111";"77000003000000200";"58484550";
"046680";"Остафьевское шоссе";"Остафьевское ш.";"Ostaf`evskoe shosse";"006";"737010";"1111; 1102; 1108";"77000003000005900";"58484551";
"046685";"Парковая улица";"Парковая ул.";"Parkovaya ulicza";"001";"737010";"1111";"77000003000004500";"58484552";
"046690";"Партизанская улица";"Партизанская ул.";"Partizanskaya ulicza";"001";"737010";"1111";"77000003000007400";"58484553";
"046695";"Первомайская улица";"Первомайская ул.";"Pervomajskaya ulicza";"001";"737010";"1111";"77000003000010400";"58484554";
"046700";"Пионерская улица";"Пионерская ул.";"Pionerskaya ulicza";"001";"737010";"1111";"77000003000009300";"58484555";
"046705";"Подольская улица";"Подольская ул.";"Podol`skaya ulicza";"001";"737010";"1111";"77000003000007100";"58484556";
"046710";"Почтовая улица";"Почтовая ул.";"Pochtovaya ulicza";"001";"737010";"1111";"77000003000006300";"58484557";
"046715";"Пролетарская улица";"Пролетарская ул.";"Proletarskaya ulicza";"001";"737010";"1111";"77000003000005300";"58484558";
"046720";"Прудовая улица";"Прудовая ул.";"Prudovaya ulicza";"001";"737010";"1111";"77000003000009100";"58484559";
"046725";"Пушкинская улица";"Пушкинская ул.";"Pushkinskaya ulicza";"001";"737010";"1111";"77000003000006200";"58484560";
"046730";"Рабочая улица";"Рабочая ул.";"Rabochaya ulicza";"001";"737010";"1111";"77000003000004300";"58484561";
"046735";"Радужная улица";"Радужная ул.";"Raduzhnaya ulicza";"001";"737010";"1111";"77000003000002200";"58484562";
"046740";"Речная улица";"Речная ул.";"Rechnaya ulicza";"001";"737010";"1111";"77000003000006800";"58484563";
"046745";"Садовая улица";"Садовая ул.";"Sadovaya ulicza";"001";"737010";"1111";"77000003000003900";"58484564";
"046750";"Светлая улица";"Светлая ул.";"Svetlaya ulicza";"001";"737010";"1111";"77000003000005800";"58484565";
"046755";"Северная улица";"Северная ул.";"Severnaya ulicza";"001";"737010";"1111";"77000003000008500";"58484566";
"046760";"Симферопольская улица";"Симферопольская ул.";"Simferopol`skaya ulicza";"001";"737010";"1111";"77000003000007800";"58484567";
"046770";"Сиреневая улица";"Сиреневая ул.";"Sirenevaya ulicza";"001";"737010";"1111";"77000003000001200";"58484568";
"046775";"Советская улица";"Советская ул.";"Sovetskaya ulicza";"001";"737010";"1111";"77000003000005400";"58484569";
"046780";"Совхозная улица";"Совхозная ул.";"Sovxoznaya ulicza";"001";"737010";"1111";"77000003000012600";"58484570";
"046785";"Спортивная улица";"Спортивная ул.";"Sportivnaya ulicza";"001";"737010";"1111";"77000003000006500";"58484571";
"046790";"улица Стасова";"ул. Стасова";"ulicza Stasova";"001";"737010";"1111";"77000003000002700";"58484572";
"046795";"улица Стасовой";"ул. Стасовой";"ulicza Stasovoj";"001";"737010";"1111";"77000003000013100";"58484573";
"046800";"Сыровская улица";"Сыровская ул.";"Sy'rovskaya ulicza";"001";"737010";"1111";"77000003000011200";"58484574";
"046805";"Театральная улица";"Театральная ул.";"Teatral`naya ulicza";"001";"737010";"1111";"77000003000009400";"58484575";
"046810";"улица Тимирязева";"ул. Тимирязева";"ulicza Timiryazeva";"001";"737010";"1111";"77000003000008600";"58484576";
"046815";"улица Толбухина";"ул. Толбухина";"ulicza Tolbuxina";"001";"737010";"1111";"77000003000007000";"58484577";
"046820";"Трудовая улица";"Трудовая ул.";"Trudovaya ulicza";"001";"737010";"1111";"77000003000006000";"58484578";
"046825";"Флотская улица";"Флотская ул.";"Flotskaya ulicza";"001";"737010";"1111";"77000003000009800";"58484579";
